32|818.334.444-50|3783|20210611195814|3,12
32|818.334.444-50|9272|20210611195814|22,88
33|113.382.357-29|7002|20211025154147|10,92
34|394.335.927-19|593|20210507144759|4,79
35|551.192.715-53|9973|20210205120812|389,49
36|453.756.383-47|4853|20210108183210|11,19
37|476.662.354-10|2969|20210808114901|2,13
37|476.662.354-10|7253|20210808114901|8,19
38|532.468.374-49|1691|20211219075659|2,19
39|396.579.822-78|8758|20210607171613|1,15
39|396.579.822-78|2101|20210607171613|5,89
40|413.152.981-55|5745|20211001224413|19,85
40|413.152.981-55|3396|20211001224413|6,79
40|413.152.981-55|2111|20211001224413|9,70
41|392.982.393-43|2916|20210804075820|1,97
42|583.683.948-48|7633|20210602082416|3,95
43|346.566.414-05|2079|20210513114753|33,37
43|346.566.414-05|2990|20210513114753|4,11
44|886.453.815-16|2126|20210622143822|27,77
44|886.453.815-16|3458|20210622143822|20,77
45|177.697.837-47|680|20210308161656|16,69
45|177.697.837-47|5324|20210308161656|27,57
45|177.697.837-47|5126|20210308161656|1,79
46|468.382.196-62|4376|20210709222657|6,09
46|468.382.196-62|9144|20210709222657|59,09
46|468.382.196-62|7189|20210709222657|13,09
46|468.382.196-62|4023|20210709222657|16,09
46|468.382.196-62|8283|20210709222657|12,00
46|468.382.196-62|3959|20210709222657|1,80
47|354.231.946-52|1875|20211225151644|4,85
47|354.231.946-52|9899|20211225151644|8,74
47|354.231.946-52|8207|20211225151644|15,21
48|561.511.748-60|8889|20211017141908|52,66
48|561.511.748-60|9209|20211017141908|11,24
49|739.672.918-12|1386|20210511083235|1,99
49|739.672.918-12|1172|20210511083235|16,88
50|871.323.225-83|579|20211012173258|7,73
50|871.323.225-83|7219|20211012173258|5,98
50|871.323.225-83|9624|20211012173258|0,99
50|871.323.225-83|1588|20211012173258|1,50
51|416.972.987-02|314|20211104231442|16,55
51|416.972.987-02|2137|20211104231442|55,59
51|416.972.987-02|7869|20211104231442|19,50
51|416.972.987-02|953|20211104231442|13,59
52|212.774.559-02|1755|20210917114441|43,26
52|212.774.559-02|7967|20210917114441|106,82
53|626.367.188-26|3014|20210110080119|2,15
54|238.115.214-89|5110|20210427144312|1,99
55|117.699.764-50|8793|20210318095159|1,25
55|117.699.764-50|5628|20210318095159|6,31
56|556.538.359-51|3218|20211120151501|15,79
56|556.538.359-51|184|20211120151501|26,80
56|556.538.359-51|6416|20211120151501|7,79
56|556.538.359-51|6622|20211120151501|3,99
56|556.538.359-51|3354|20211120151501|21,29
57|873.426.774-34|7357|20211104205230|13,59
58|747.769.211-38|4396|20210715171856|10,80
59|785.682.955-92|7039|20210525173844|82,74
60|748.311.353-72|9771|20210301174512|3,25
61|789.928.243-86|2390|20210816190246|1,87
62|995.698.136-28|4050|20211115192741|22,84
63|488.271.951-73|6600|20210513203245|6,50
63|488.271.951-73|4335|20210513203245|13,86
63|488.271.951-73|7037|20210513203245|20,86
63|488.271.951-73|3166|20210513203245|4,95
64|618.387.268-70|2961|20210711114844|2,74
64|618.387.268-70|1654|20210711114844|25,94
64|618.387.268-70|6476|20210711114844|2,95
64|618.387.268-70|6123|20210711114844|20,29
65|144.996.839-20|1662|20211128133606|7,20
66|654.386.215-78|3057|20211006085302|2,10
67|624.738.151-43|1567|20210211215733|15,71
68|151.627.827-50|1256|20211019191835|0,90
68|151.627.827-50|1334|20211019191835|0,99
68|151.627.827-50|7966|20211019191835|34,56
69|371.462.459-77|5295|20210409105717|2,40
70|711.691.119-71|7136|20211121112441|7,74
71|656.188.439-60|5259|20210222115042|5,77
71|656.188.439-60|3080|20210222115042|2,98
72|756.747.412-39|2311|20210108095621|3,20
72|756.747.412-39|8006|20210108095621|8,69
72|756.747.412-39|1284|20210108095621|0,99
72|756.747.412-39|9024|20210108095621|4,99
72|756.747.412-39|91|20210108095621|108,19
72|756.747.412-39|6267|20210108095621|1,84
73|146.847.955-51|7484|20210515175251|8,34
74|534.519.598-60|9134|20210815234619|27,34
74|534.519.598-60|2826|20210815234619|29,88
75|924.571.689-96|8826|20211010150332|3,99
75|924.571.689-96|1487|20211010150332|2,99
75|924.571.689-96|8515|20211010150332|6,95
76|442.786.946-79|606|20210101130747|7,16
77|375.384.928-60|2499|20210607165642|2,05
77|375.384.928-60|9957|20210607165642|7,44
77|375.384.928-60|9783|20210607165642|2,50
78|684.996.478-04|4827|20210721112120|5,98
78|684.996.478-04|7198|20210721112120|30,69
78|684.996.478-04|7000|20210721112120|17,55
78|684.996.478-04|5139|20210721112120|6,28
78|684.996.478-04|2638|20210721112120|2,24
78|684.996.478-04|8859|20210721112120|34,79
79|237.142.556-72|9310|20210604225403|18,60
80|886.651.531-01|9593|20210410075720|3,99
81|295.743.293-56|3009|20210716200446|1,40
82|293.164.854-01|4413|20210713170401|8,34
82|293.164.854-01|9437|20210713170401|6,99
82|293.164.854-01|5924|20210713170401|8,82
82|293.164.854-01|8906|20210713170401|8,86
82|293.164.854-01|8183|20210713170401|14,76
83|248.339.939-88|9723|20211004093240|10,59
84|311.296.541-84|3210|20211101190406|48,40
85|157.167.859-05|1685|20210307143119|6,39
85|157.167.859-05|8798|20210307143119|4,49
85|157.167.859-05|1103|20210307143119|4,71
86|522.951.111-70|4554|20210804164303|16,59
86|522.951.111-70|39|20210804164303|65,59
87|233.962.157-70|1554|20210601094502|3,60
87|233.962.157-70|6001|20210601094502|9,89
87|233.962.157-70|2996|20210601094502|2,95
88|416.357.813-70|9516|20210419135702|5,81
89|614.272.377-60|4441|20210726173744|4,68
90|471.392.377-00|5172|20210801132641|26,89
91|437.118.571-16|138|20210711092410|35,98
92|989.146.226-90|810|20210217221721|10,82
93|194.368.813-39|5371|20211123202750|2,70
94|887.289.316-02|7125|20210925161454|8,50
95|176.176.414-43|8050|20210503172748|3,38
96|568.486.419-87|113|20210809073931|8,79
96|568.486.419-87|9546|20210809073931|122,55
97|419.171.789-80|8141|20211019194608|4,77
97|419.171.789-80|5772|20211019194608|19,76
97|419.171.789-80|4362|20211019194608|3,99
98|662.436.852-76|9491|20211104194712|4,99
99|759.521.372-02|2364|20211206195409|15,39
99|759.521.372-02|3514|20211206195409|19,85
100|862.494.886-00|5125|20210802073004|4,99
101|768.719.187-01|6667|20211008221317|4,99
102|883.177.654-15|7003|20210214224449|34,85
103|596.696.356-83|8834|20210807074937|21,29
104|353.564.379-19|6171|20210915134901|9,80
104|353.564.379-19|2415|20210915134901|13,80
105|312.821.389-52|915|20210919085743|18,26
106|977.797.166-43|3658|20210522141903|6,22
107|966.755.171-71|3849|20210508143642|3,99
108|796.547.253-80|8599|20210820123816|18,79
109|738.651.318-67|2612|20211211074609|139,88
109|738.651.318-67|9650|20211211074609|1,95
110|789.344.769-90|9992|20211204191338|32,59
110|789.344.769-90|1982|20211204191338|4,45
111|131.382.123-36|3695|20211022091714|17,82
112|119.313.333-51|7976|20211023175302|17,26
112|119.313.333-51|889|20211023175302|14,76
113|627.484.737-52|9456|20210119143014|16,76
114|161.212.874-20|646|20210627231857|78,33
114|161.212.874-20|9391|20210627231857|16,95
114|161.212.874-20|5800|20210627231857|71,70
114|161.212.874-20|7498|20210627231857|10,72
114|161.212.874-20|7675|20210627231857|28,96
114|161.212.874-20|8270|20210627231857|6,75
115|488.724.734-62|5411|20210305225615|3,33
115|488.724.734-62|3016|20210305225615|2,38
115|488.724.734-62|3168|20210305225615|2,99
115|488.724.734-62|2843|20210305225615|1,50
115|488.724.734-62|2292|20210305225615|19,49
116|361.251.319-20|5365|20211012092952|25,42
117|996.385.831-77|8905|20210526123549|2,99
118|837.919.754-20|142|20210910200136|38,77
119|838.816.336-18|5946|20210818151301|33,90
120|591.387.379-30|6847|20211121131241|16,28
120|591.387.379-30|5998|20211121131241|8,85
120|591.387.379-30|8483|20211121131241|19,53
121|586.275.227-74|2954|20210107143817|7,20
121|586.275.227-74|8683|20210107143817|11,80
122|818.281.989-00|2225|20210503164350|71,89
123|254.147.755-40|9713|20210403124651|8,26
123|254.147.755-40|8439|20210403124651|20,52
123|254.147.755-40|6297|20210403124651|1,23
123|254.147.755-40|1944|20210403124651|10,20
124|197.318.141-08|8800|20210528103411|18,71
124|197.318.141-08|7131|20210528103411|5,71
124|197.318.141-08|1631|20210528103411|17,71
125|712.356.142-20|4546|20211222175750|7,77
125|712.356.142-20|7112|20211222175750|24,14
125|712.356.142-20|7025|20211222175750|9,73
125|712.356.142-20|4667|20211222175750|19,78
126|254.224.534-76|2317|20210603122052|9,69
126|254.224.534-76|3247|20210603122052|11,68
127|551.993.746-05|3556|20210416070815|12,83
127|551.993.746-05|1801|20210416070815|6,99
127|551.993.746-05|1537|20210416070815|3,29
128|344.572.422-92|4187|20210106203236|5,99
128|344.572.422-92|2883|20210106203236|1,73
128|344.572.422-92|7159|20210106203236|108,04
129|895.155.398-11|8829|20210622131918|18,73
129|895.155.398-11|4488|20210622131918|6,23
129|895.155.398-11|4520|20210622131918|12,73
130|933.885.552-06|3364|20210612152502|14,77
130|933.885.552-06|588|20210612152502|22,51
131|713.647.678-05|4550|20210407162037|36,29
132|783.876.477-72|7482|20211010222221|14,51
132|783.876.477-72|3614|20211010222221|19,50
132|783.876.477-72|7575|20211010222221|8,90
133|522.951.111-70|1502|20211002171408|1,47
133|522.951.111-70|5535|20211002171408|67,79
134|934.593.867-20|569|20210425131616|8,73
134|934.593.867-20|9580|20210425131616|4,99
135|111.786.133-30|517|20210603093538|3,91
136|948.119.211-35|5585|20210813140444|6,16
137|858.667.641-13|7888|20210421102830|17,78
137|858.667.641-13|8203|20210421102830|13,81
137|858.667.641-13|6190|20210421102830|3,99
137|858.667.641-13|817|20210421102830|220,74
138|595.323.249-76|6160|20211217155738|57,39
138|595.323.249-76|206|20211217155738|3,50
138|595.323.249-76|779|20211217155738|1,74
139|496.744.358-32|8108|20210804084934|9,59
139|496.744.358-32|7894|20210804084934|13,99
140|614.613.715-46|3014|20211022211933|2,15
140|614.613.715-46|200|20211022211933|7,07
141|718.767.769-35|7771|20210707083134|13,29
141|718.767.769-35|8555|20210707083134|13,29
141|718.767.769-35|7012|20210707083134|8,55
141|718.767.769-35|1305|20210707083134|14,55
142|164.736.255-50|1760|20210419190704|8,48
143|678.618.428-60|3263|20210217104206|7,77
144|723.372.751-16|6002|20210711070159|34,56
144|723.372.751-16|5466|20210711070159|64,88
145|136.747.274-12|6193|20211225233846|1,57
146|778.281.934-24|8798|20210418163257|4,49
146|778.281.934-24|5358|20210418163257|4,18
146|778.281.934-24|9821|20210418163257|6,82
147|148.174.561-16|1510|20210820203120|2,49
148|233.194.269-23|2741|20210108191351|11,15
149|658.488.577-17|4909|20211221123421|19,79
149|658.488.577-17|7585|20211221123421|19,78
149|658.488.577-17|8392|20211221123421|12,78
149|658.488.577-17|1318|20211221123421|1,99
150|245.458.376-38|2950|20210720102306|4,10
151|823.827.127-40|5687|20210809155519|88,31
151|823.827.127-40|3356|20210809155519|4,99
151|823.827.127-40|6896|20210809155519|8,10
151|823.827.127-40|3735|20210809155519|13,09
151|823.827.127-40|9624|20210809155519|0,99
151|823.827.127-40|7666|20210809155519|16,16
151|823.827.127-40|1963|20210809155519|2,00
151|823.827.127-40|372|20210809155519|20,50
151|823.827.127-40|4821|20210809155519|6,83
151|823.827.127-40|9839|20210809155519|8,55
152|278.738.189-85|9961|20210311232811|7,39
153|628.538.983-77|1187|20210919072511|6,80
154|176.696.639-01|7190|20211105165339|3,09
154|176.696.639-01|4533|20211105165339|9,49
154|176.696.639-01|8917|20211105165339|13,25
155|174.486.857-32|4907|20211021083245|9,78
156|466.861.293-64|4917|20210310153609|24,96
157|486.969.845-52|2735|20210221074751|4,80
158|291.321.929-24|5213|20210413094018|15,82
158|291.321.929-24|2827|20210413094018|7,86
158|291.321.929-24|1308|20210413094018|5,85
158|291.321.929-24|8401|20210413094018|11,52
158|291.321.929-24|5209|20210413094018|5,29
158|291.321.929-24|6800|20210413094018|17,86
158|291.321.929-24|7972|20210413094018|39,86
159|131.265.483-00|9535|20211212191025|14,87
159|131.265.483-00|7534|20211212191025|3,92
159|131.265.483-00|5914|20211212191025|11,38
160|746.843.638-05|5114|20210614082920|0,97
161|148.321.549-07|4588|20210317230254|14,08
162|923.694.516-37|3781|20210513210411|2,94
163|675.442.632-23|8519|20210116112147|9,73
164|536.829.238-45|1791|20210225121327|11,24
165|326.926.176-49|7169|20210420121056|2,00
166|165.481.822-43|1954|20210719123244|3,44
167|598.889.487-92|7552|20210706232016|54,39
168|744.617.964-34|870|20211224094707|17,75
168|744.617.964-34|2659|20211224094707|90,06
168|744.617.964-34|4401|20211224094707|6,95
169|319.683.549-99|2991|20210202164945|2,35
169|319.683.549-99|2411|20210202164945|6,79
169|319.683.549-99|8659|20210202164945|5,10
170|499.536.943-03|316|20210324075315|7,99
171|647.731.712-51|4653|20210807125834|10,48
171|647.731.712-51|5655|20210807125834|38,29
171|647.731.712-51|499|20210807125834|8,32
171|647.731.712-51|2936|20210807125834|7,55
171|647.731.712-51|3583|20210807125834|5,30
172|415.892.971-72|8024|20210228165705|26,71
173|853.363.528-10|8499|20210620225204|8,30
174|935.178.716-80|5981|20210509182745|5,09
175|345.422.558-24|9885|20210213143019|12,75
175|345.422.558-24|4903|20210213143019|6,86
176|232.664.116-76|4102|20210226141252|9,73
177|223.546.519-61|9553|20210208165830|21,15
178|917.653.984-95|3826|20210601183721|3,90
178|917.653.984-95|2925|20210601183721|27,89
178|917.653.984-95|9578|20210601183721|309,89
179|951.838.935-78|1553|20210919172641|6,80
179|951.838.935-78|8991|20210919172641|5,92
180|768.987.438-05|1357|20210415082420|1,20
180|768.987.438-05|4694|20210415082420|12,84
180|768.987.438-05|4773|20210415082420|6,97
181|857.273.481-37|5094|20210528213434|2,46
182|438.135.669-19|5650|20211219074042|11,79
183|296.741.753-00|8933|20210509070807|10,86
183|296.741.753-00|3836|20210509070807|1,29
183|296.741.753-00|9390|20210509070807|4,99
184|416.546.843-68|9375|20210116125315|6,83
184|416.546.843-68|2408|20210116125315|6,99
184|416.546.843-68|1217|20210116125315|2,68
184|416.546.843-68|4342|20210116125315|3,99
184|416.546.843-68|3237|20210116125315|9,83
185|748.321.965-37|6326|20210507184539|1,00
186|153.497.353-22|4333|20210514170628|9,50
187|376.215.981-58|1586|20210713173834|1,38
188|374.145.384-60|5598|20210324151145|2,49
189|759.596.687-69|3040|20210414090815|1,75
190|533.727.552-60|6228|20210125135320|5,95
190|533.727.552-60|1719|20210125135320|5,74
191|781.811.546-30|740|20210228184703|55,20
191|781.811.546-30|9219|20210228184703|9,20
191|781.811.546-30|3925|20210228184703|15,71
192|778.376.445-22|1660|20211115214937|17,75
193|464.956.922-26|4954|20210211144246|4,88
193|464.956.922-26|5191|20210211144246|6,88
194|252.112.259-96|3318|20210414084835|1,34
195|861.885.977-06|6884|20210208092024|16,19
195|861.885.977-06|8535|20210208092024|20,15
195|861.885.977-06|4937|20210208092024|4,06
196|837.841.838-32|8347|20210801221234|9,89
196|837.841.838-32|9935|20210801221234|23,50
197|781.533.952-20|8203|20210610154155|13,92
197|781.533.952-20|6977|20210610154155|30,23
198|732.367.731-97|633|20211221221245|5,27
198|732.367.731-97|7339|20211221221245|11,38
198|732.367.731-97|9146|20211221221245|25,78
198|732.367.731-97|2544|20211221221245|19,78
198|732.367.731-97|9059|20211221221245|8,79
199|131.987.377-45|887|20211113114437|6,75
199|131.987.377-45|7280|20211113114437|6,99
199|131.987.377-45|6828|20211113114437|12,05
199|131.987.377-45|7144|20211113114437|3,99
199|131.987.377-45|9440|20211113114437|6,50
199|131.987.377-45|8685|20211113114437|1,80
200|353.333.371-01|5045|20210123184226|1,25
201|352.414.455-10|5772|20210202170557|16,75
202|146.887.354-72|6399|20210111143555|288,62
203|928.668.737-00|18|20210113100357|13,95
203|928.668.737-00|559|20210113100357|2,03
204|737.599.154-50|7279|20210204094427|31,59
204|737.599.154-50|6412|20210204094427|22,32
205|513.882.289-63|7284|20210904191515|19,06
205|513.882.289-63|9061|20210904191515|13,59
206|893.942.118-37|3681|20210216193216|23,01
207|114.334.984-99|9328|20210101093358|31,85
208|269.655.852-34|2762|20210825164455|38,70
208|269.655.852-34|7521|20210825164455|6,74
209|442.159.161-00|722|20211210201427|14,88
209|442.159.161-00|5159|20211210201427|4,99
210|853.162.589-08|6137|20210812150627|13,87
210|853.162.589-08|9951|20210812150627|4,99
211|785.796.648-70|8898|20211020205651|12,79
212|735.197.935-98|5044|20210418160129|2,40
213|126.616.141-41|4582|20211008170454|40,70
214|945.274.649-14|3125|20210326102917|0,39
214|945.274.649-14|6064|20210326102917|7,07
215|711.533.287-80|5494|20210702105023|69,79
215|711.533.287-80|9741|20210702105023|2,25
215|711.533.287-80|1763|20210702105023|8,79
